,label,color,shape,score,decision,comment
317,traffic signal,yellow,triangle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
318,traffic signal,yellow,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
319,traffic signal,yellow,circle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
320,keep left,blue,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
321,keep left,blue,square,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
322,keep left,blue,triangle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
323,keep left,blue,octagon,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
324,keep left,blue,circle,0.0,False,"{""anomaly"": 0.0}<|eot_id|>"
325,keep left,white,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
326,keep left,white,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
327,keep left,white,triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
328,keep left,white,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
329,keep left,white,circle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
330,keep left,red,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
331,keep left,red,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
332,keep left,red,triangle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
333,keep left,red,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
334,keep left,red,circle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
335,keep left,yellow,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
336,keep left,yellow,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
337,keep left,yellow,triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
338,keep left,yellow,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
339,keep left,yellow,circle,0.8,True,"{""anomaly"": 0.8}<|eot_id|>"
340,keep right,blue,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
341,keep right,blue,square,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
342,keep right,blue,triangle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
343,keep right,blue,octagon,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
344,keep right,blue,circle,0.0,False,"{""anomaly"": 0.0}<|eot_id|>"
345,keep right,white,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
346,keep right,white,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
347,keep right,white,triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
348,keep right,white,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
349,keep right,white,circle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
350,keep right,red,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
351,keep right,red,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
352,keep right,red,triangle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
353,keep right,red,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
354,keep right,red,circle,0.8,True,"{""anomaly"": 0.8}<|eot_id|>"
355,keep right,yellow,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
356,keep right,yellow,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
357,keep right,yellow,triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
358,keep right,yellow,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
359,keep right,yellow,circle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
360,go straight,blue,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
361,go straight,blue,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
362,go straight,blue,triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
363,go straight,blue,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
364,go straight,blue,circle,0.0,False,"{""anomaly"": 0.0}<|eot_id|>"
365,go straight,white,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
366,go straight,white,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
367,go straight,white,triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
368,go straight,white,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
369,go straight,white,circle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
370,go straight,red,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
371,go straight,red,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
372,go straight,red,triangle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
373,go straight,red,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
374,go straight,red,circle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
375,go straight,yellow,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
376,go straight,yellow,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
377,go straight,yellow,triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
378,go straight,yellow,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
379,go straight,yellow,circle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
380,speed limit 30,blue,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
381,speed limit 30,blue,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
382,speed limit 30,blue,triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
383,speed limit 30,blue,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
384,speed limit 30,blue,circle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
385,speed limit 30,white,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
386,speed limit 30,white,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
387,speed limit 30,white,triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
388,speed limit 30,white,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
389,speed limit 30,white,circle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
390,speed limit 30,red,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
391,speed limit 30,red,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
392,speed limit 30,red,triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
393,speed limit 30,red,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
394,speed limit 30,red,circle,0.0,False,"{""anomaly"": 0.0}<|eot_id|>"
395,speed limit 30,yellow,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
396,speed limit 30,yellow,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
397,speed limit 30,yellow,triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
398,speed limit 30,yellow,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
399,speed limit 30,yellow,circle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
400,priority at next intersection,blue,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
401,priority at next intersection,blue,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
402,priority at next intersection,blue,triangle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
403,priority at next intersection,blue,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
404,priority at next intersection,blue,circle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
405,priority at next intersection,white,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
406,priority at next intersection,white,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
407,priority at next intersection,white,triangle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
408,priority at next intersection,white,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
409,priority at next intersection,white,circle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
410,priority at next intersection,red,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
411,priority at next intersection,red,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
412,priority at next intersection,red,triangle,0.0,False,"{""anomaly"": 0.0}<|eot_id|>"
413,priority at next intersection,red,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
414,priority at next intersection,red,circle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
415,priority at next intersection,yellow,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
416,priority at next intersection,yellow,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
417,priority at next intersection,yellow,triangle,0.0,False,"{""anomaly"": 0.0}<|eot_id|>"
418,priority at next intersection,yellow,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
419,priority at next intersection,yellow,circle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
420,restriction ends overtaking,blue,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
421,restriction ends overtaking,blue,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
422,restriction ends overtaking,blue,triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
423,restriction ends overtaking,blue,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
424,restriction ends overtaking,blue,circle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
425,restriction ends overtaking,white,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
426,restriction ends overtaking,white,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
427,restriction ends overtaking,white,triangle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
428,restriction ends overtaking,white,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
429,restriction ends overtaking,white,circle,0.0,False,"{""anomaly"": 0.0}<|eot_id|>"
430,restriction ends overtaking,red,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
431,restriction ends overtaking,red,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
432,restriction ends overtaking,red,triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
433,restriction ends overtaking,red,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
434,restriction ends overtaking,red,circle,0.0,False,"{""anomaly"": 0.0}<|eot_id|>"
435,restriction ends overtaking,yellow,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
436,restriction ends overtaking,yellow,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
437,restriction ends overtaking,yellow,triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
438,restriction ends overtaking,yellow,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
439,restriction ends overtaking,yellow,circle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
440,speed limit 80,blue,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
441,speed limit 80,blue,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
442,speed limit 80,blue,triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
443,speed limit 80,blue,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
444,speed limit 80,blue,circle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
445,speed limit 80,white,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
446,speed limit 80,white,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
447,speed limit 80,white,triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
448,speed limit 80,white,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
449,speed limit 80,white,circle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
450,speed limit 80,red,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
451,speed limit 80,red,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
452,speed limit 80,red,triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
453,speed limit 80,red,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
454,speed limit 80,red,circle,0.0,False,"{""anomaly"": 0.0}<|eot_id|>"
455,speed limit 80,yellow,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
456,speed limit 80,yellow,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
457,speed limit 80,yellow,triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
458,speed limit 80,yellow,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
459,speed limit 80,yellow,circle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
460,priority road,blue,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
461,priority road,blue,square,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
462,priority road,blue,triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
463,priority road,blue,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
464,priority road,blue,circle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
465,priority road,white,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
466,priority road,white,square,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
467,priority road,white,triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
468,priority road,white,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
469,priority road,white,circle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
470,priority road,red,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
471,priority road,red,square,0.0,False,"{""anomaly"": 0.0}<|eot_id|>"
472,priority road,red,triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
473,priority road,red,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
474,priority road,red,circle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
475,priority road,yellow,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
476,priority road,yellow,square,0.0,False,"{""anomaly"": 0.0}<|eot_id|>"
477,priority road,yellow,triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
478,priority road,yellow,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
479,priority road,yellow,circle,0.0,False,"{""anomaly"": 0.0}<|eot_id|>"
480,no entry,blue,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
481,no entry,blue,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
482,no entry,blue,triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
483,no entry,blue,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
484,no entry,blue,circle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
485,no entry,white,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
486,no entry,white,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
487,no entry,white,triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
488,no entry,white,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
489,no entry,white,circle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
490,no entry,red,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
491,no entry,red,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
492,no entry,red,triangle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
493,no entry,red,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
494,no entry,red,circle,0.0,False,"{""anomaly"": 0.0}<|eot_id|>"
495,no entry,yellow,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
496,no entry,yellow,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
497,no entry,yellow,triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
498,no entry,yellow,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
499,no entry,yellow,circle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
500,roundabout,blue,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
501,roundabout,blue,square,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
502,roundabout,blue,triangle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
503,roundabout,blue,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
504,roundabout,blue,circle,0.0,False,"{""anomaly"": 0.0}<|eot_id|>"
505,roundabout,white,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
506,roundabout,white,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
507,roundabout,white,triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
508,roundabout,white,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
509,roundabout,white,circle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
510,roundabout,red,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
511,roundabout,red,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
512,roundabout,red,triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
513,roundabout,red,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
514,roundabout,red,circle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
515,roundabout,yellow,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
516,roundabout,yellow,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
517,roundabout,yellow,triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
518,roundabout,yellow,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
519,roundabout,yellow,circle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
520,pedestrian crossing,blue,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
521,pedestrian crossing,blue,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
522,pedestrian crossing,blue,triangle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
523,pedestrian crossing,blue,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
524,pedestrian crossing,blue,circle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
525,pedestrian crossing,white,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
526,pedestrian crossing,white,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
527,pedestrian crossing,white,triangle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
528,pedestrian crossing,white,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
529,pedestrian crossing,white,circle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
530,pedestrian crossing,red,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
531,pedestrian crossing,red,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
532,pedestrian crossing,red,triangle,0.0,False,"{""anomaly"": 0.0}<|eot_id|>"
533,pedestrian crossing,red,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
534,pedestrian crossing,red,circle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
535,pedestrian crossing,yellow,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
536,pedestrian crossing,yellow,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
537,pedestrian crossing,yellow,triangle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
538,pedestrian crossing,yellow,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
539,pedestrian crossing,yellow,circle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
540,snow,blue,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
541,snow,blue,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
542,snow,blue,triangle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
543,snow,blue,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
544,snow,blue,circle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
545,snow,white,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
546,snow,white,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
547,snow,white,triangle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
548,snow,white,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
549,snow,white,circle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
550,snow,red,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
551,snow,red,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
552,snow,red,triangle,0.0,False,"{""anomaly"": 0.0}<|eot_id|>"
553,snow,red,octagon,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
554,snow,red,circle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
555,snow,yellow,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
556,snow,yellow,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
557,snow,yellow,triangle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
558,snow,yellow,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
559,snow,yellow,circle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
560,bend,blue,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
561,bend,blue,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
562,bend,blue,triangle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
563,bend,blue,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
564,bend,blue,circle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
565,bend,white,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
566,bend,white,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
567,bend,white,triangle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
568,bend,white,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
569,bend,white,circle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
570,bend,red,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
571,bend,red,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
572,bend,red,triangle,0.0,False,"{""anomaly"": 0.0}<|eot_id|>"
573,bend,red,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
574,bend,red,circle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
575,bend,yellow,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
576,bend,yellow,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
577,bend,yellow,triangle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
578,bend,yellow,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
579,bend,yellow,circle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
580,animals,blue,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
581,animals,blue,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
582,animals,blue,triangle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
583,animals,blue,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
584,animals,blue,circle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
585,animals,white,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
586,animals,white,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
587,animals,white,triangle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
588,animals,white,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
589,animals,white,circle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
590,animals,red,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
591,animals,red,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
592,animals,red,triangle,0.0,False,"{""anomaly"": 0.0}<|eot_id|>"
593,animals,red,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
594,animals,red,circle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
595,animals,yellow,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
596,animals,yellow,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
597,animals,yellow,triangle,0.8,True,"{""anomaly"": 0.8}<|eot_id|>"
598,animals,yellow,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
599,animals,yellow,circle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
600,bend right,blue,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
601,bend right,blue,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
602,bend right,blue,triangle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
603,bend right,blue,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
604,bend right,blue,circle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
605,bend right,white,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
606,bend right,white,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
607,bend right,white,triangle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
608,bend right,white,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
609,bend right,white,circle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
610,bend right,red,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
611,bend right,red,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
612,bend right,red,triangle,0.0,False,"{""anomaly"": 0.0}<|eot_id|>"
613,bend right,red,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
614,bend right,red,circle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
615,bend right,yellow,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
616,bend right,yellow,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
617,bend right,yellow,triangle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
618,bend right,yellow,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
619,bend right,yellow,circle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
620,school crossing,blue,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
621,school crossing,blue,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
622,school crossing,blue,triangle,0.9,True,"{""anomaly"": 0.9}<|eot_id|>"
623,school crossing,blue,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
624,school crossing,blue,circle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
625,school crossing,white,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
626,school crossing,white,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
627,school crossing,white,triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
628,school crossing,white,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
629,school crossing,white,circle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
630,school crossing,red,inverse triangle,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
631,school crossing,red,square,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
632,school crossing,red,triangle,0.0,False,"{""anomaly"": 0.0}<|eot_id|>"
633,school crossing,red,octagon,1.0,True,"{""anomaly"": 1.0}<|eot_id|>"
